Title,Author,ASIN,Publisher,Publication date,Language,File size,Text-to-Speech,Enhanced typesetting,X-Ray,Word Wise,Print length,Lending,Best Sellers Rank,Customer Reviews
The Empathic Parent’s Guide to Raising a Highly Sensitive Child: Parenting Strategies I Learned to Understand and Nurture My Child's Gift (The Empathic Parent's Guide),Freeda Meighan,B0847CSBMX,,"January 25, 2020",English,422 KB,Enabled,Enabled,Not Enabled,Enabled,90 pages,Enabled,"#24 in Two-Hour Parenting & Relationships Short Reads(https://www.amazon.com/gp/bestsellers/digital-text/8624242011/ref=pd_zg_hrsr_digital-text), #44 in Babysitting, Day Care & Child Care(https://www.amazon.com/gp/bestsellers/books/10166921011/ref=pd_zg_hrsr_books), #53 in Parenting Hyperactive Children & Children with Disabilities (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/157622011/ref=pd_zg_hrsr_digital-text)","4.3 out of 5 stars, 90 ratings"
"The Journal of Best Practices: A Memoir of Marriage, Asperger Syndrome, and One Man's Quest to Be a Better Husband",David Finch,B004T4KRJM,"Scribner; Reprint edition (January 3, 2012)","January 3, 2012",English,1144 KB,Enabled,Enabled,Enabled,Enabled,242 pages,Not Enabled,"#36 in Parenting Children with Disabilities(https://www.amazon.com/gp/bestsellers/digital-text/157623011/ref=pd_zg_hrsr_digital-text), #242 in Marriage & Long-Term Relationships(https://www.amazon.com/gp/bestsellers/digital-text/156560011/ref=pd_zg_hrsr_digital-text), #260 in Disability Parenting(https://www.amazon.com/gp/bestsellers/books/11437/ref=pd_zg_hrsr_books)","4.5 out of 5 stars, 720 ratings"
Women and Girls with Autism Spectrum Disorder: Understanding Life Experiences from Early Childhood to Old Age,,B00WFF7MRW,"Jessica Kingsley Publishers (May 21, 2015)","May 21, 2015",English,1352 KB,Enabled,Enabled,Not Enabled,Enabled,250 pages,Not Enabled,"#22 in Autism(https://www.amazon.com/gp/bestsellers/digital-text/11717479011/ref=pd_zg_hrsr_digital-text), #25 in Parenting Children with Disabilities(https://www.amazon.com/gp/bestsellers/digital-text/157623011/ref=pd_zg_hrsr_digital-text), #41 in Children's Health (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/11717443011/ref=pd_zg_hrsr_digital-text)","4.7 out of 5 stars, 326 ratings"
Oppositional Defiant Disorder: The Best Behaviour Management Strategies for Children with cases of ODD that Could Lead to Psychopathy - Stop Temper Tantrums Before They Start!,David Lawson PhD,B07Y8V5X19,,"September 22, 2019",English,926 KB,Enabled,Enabled,Enabled,Enabled,118 pages,Enabled,"#21 in Parenting Reference(https://www.amazon.com/gp/bestsellers/digital-text/157621011/ref=pd_zg_hrsr_digital-text), #99 in Parenting Hyperactive Children & Children with Disabilities (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/157622011/ref=pd_zg_hrsr_digital-text), #265 in Parenting & Family Reference(https://www.amazon.com/gp/bestsellers/books/11434/ref=pd_zg_hrsr_books)","4.3 out of 5 stars, 66 ratings"
"When Your Teen Has an Eating Disorder: Practical Strategies to Help Your Teen Recover from Anorexia, Bulimia, and Binge Eating",,B07B91Q551,"New Harbinger Publications; 1st edition (September 1, 2018)","September 1, 2018",English,1830 KB,Enabled,Enabled,Not Enabled,Enabled,186 pages,Not Enabled,"#15 in Pediatrics (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/157280011/ref=pd_zg_hrsr_digital-text), #19 in Eating Disorders (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/156492011/ref=pd_zg_hrsr_digital-text), #41 in Parenting Teenagers (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/157620011/ref=pd_zg_hrsr_digital-text)","4.6 out of 5 stars, 159 ratings"
Small: A true story that I sometimes wish was just a novel,Eva Napier,B079SS3G6X,"Village Lane Publishing (February 12, 2018)","February 12, 2018",English,2040 KB,Enabled,Enabled,Not Enabled,Enabled,123 pages,Enabled,"#38 in Psychiatry (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/157286011/ref=pd_zg_hrsr_digital-text), #41 in Parenting Children with Disabilities(https://www.amazon.com/gp/bestsellers/digital-text/157623011/ref=pd_zg_hrsr_digital-text), #46 in Adoption (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/157585011/ref=pd_zg_hrsr_digital-text)","4.5 out of 5 stars, 43 ratings"
Marriage and Lasting Relationships with Asperger's Syndrome (Autism Spectrum Disorder): Successful Strategies for Couples or Counselors,,B00Y94ZTEA,"Jessica Kingsley Publishers (July 21, 2015)","July 21, 2015",English,2012 KB,Enabled,Enabled,Not Enabled,Enabled,237 pages,Not Enabled,"#19 in Couples & Family Therapy(https://www.amazon.com/gp/bestsellers/digital-text/156522011/ref=pd_zg_hrsr_digital-text), #23 in Parenting Children with Disabilities(https://www.amazon.com/gp/bestsellers/digital-text/157623011/ref=pd_zg_hrsr_digital-text), #149 in Medical Counseling(https://www.amazon.com/gp/bestsellers/books/6511984011/ref=pd_zg_hrsr_books)","4.6 out of 5 stars, 218 ratings"
"Thriving With ADHD Workbook: Guide to Stop Losing Focus, Impulse Control and Disorganization Through a Mind Process for a New Life",Gerald Paul Clifford,B08KTK41NS,,"October 6, 2020",English,4538 KB,Enabled,Enabled,Not Enabled,Enabled,148 pages,Enabled,"#14 in Parenting Hyperactive Children (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/157625011/ref=pd_zg_hrsr_digital-text), #19 in Attention-Deficit Disorder(https://www.amazon.com/gp/bestsellers/digital-text/11717478011/ref=pd_zg_hrsr_digital-text), #119 in Attention Deficit & Attention Deficit Hyperactivity Disorder(https://www.amazon.com/gp/bestsellers/books/598622/ref=pd_zg_hrsr_books)","4.2 out of 5 stars, 24 ratings"
"I Choose to Calm My Anxiety: A Colorful, Picture Book About Soothing Strategies for Anxious Children (Teacher and Therapist Toolbox: I Choose 4)",Elizabeth Estrada,B091BL2Q9V,,"March 28, 2021",English,9273 KB,Not enabled,Not Enabled,Not Enabled,Not Enabled,39 pages,Enabled,"#4 in Teacher & Student Mentoring (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/11650861011/ref=pd_zg_hrsr_digital-text), #11 in Children with Disabilities(https://www.amazon.com/gp/bestsellers/books/282964/ref=pd_zg_hrsr_books), #13 in Children's Doctor's Visits Books(https://www.amazon.com/gp/bestsellers/books/3248/ref=pd_zg_hrsr_books)","4.6 out of 5 stars, 9 ratings"
Why Will No One Play with Me?: The Play Better Plan to Help Children of All Ages Make Friends and Thrive,Caroline Maguire,B07M77WS46,"Grand Central Publishing; Illustrated edition (September 24, 2019)","September 24, 2019",English,39488 KB,Enabled,Enabled,Enabled,Enabled,437 pages,Not Enabled,"#26 in Children's Sports Coaching(https://www.amazon.com/gp/bestsellers/books/281373/ref=pd_zg_hrsr_books), #44 in School-Age Children(https://www.amazon.com/gp/bestsellers/digital-text/157619011/ref=pd_zg_hrsr_digital-text), #62 in Parenting Hyperactive Children & Children with Disabilities (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/157622011/ref=pd_zg_hrsr_digital-text)","4.7 out of 5 stars, 94 ratings"
22 Things a Woman Must Know If She Loves a Man with Asperger's Syndrome,,B00CQ8NTMU,"Jessica Kingsley Publishers (May 15, 2009)","May 15, 2009",English,1419 KB,Enabled,Enabled,Not Enabled,Enabled,115 pages,Not Enabled,"#111 in Parenting Children with Disabilities(https://www.amazon.com/gp/bestsellers/digital-text/157623011/ref=pd_zg_hrsr_digital-text), #152 in Women's Sexual Health(https://www.amazon.com/gp/bestsellers/books/6511979011/ref=pd_zg_hrsr_books), #461 in Women's Health (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/156506011/ref=pd_zg_hrsr_digital-text)","4.2 out of 5 stars, 462 ratings"
Parenting a Child Who Has Intense Emotions: Dialectical Behavior Therapy Skills to Help Your Child Regulate Emotional Outbursts and Aggressive B,,B004ZLVCXE,"New Harbinger Publications; 1st edition (November 2, 2009)","November 2, 2009",English,1065 KB,Enabled,Enabled,Not Enabled,Enabled,226 pages,Not Enabled,"#63 in Parenting Hyperactive Children & Children with Disabilities (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/157622011/ref=pd_zg_hrsr_digital-text), #298 in Parenting (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/157605011/ref=pd_zg_hrsr_digital-text), #399 in Parenting Hyperactive Children & Children with Disabilities (Books)(https://www.amazon.com/gp/bestsellers/books/11436/ref=pd_zg_hrsr_books)","4.7 out of 5 stars, 223 ratings"
Raising a Rare Girl: A Memoir,Heather Kirn  Lanier,B07ZN48JGD,"Penguin Press (July 7, 2020)","July 7, 2020",English,2245 KB,Enabled,Enabled,Enabled,Enabled,320 pages,Not Enabled,"#92 in Parenting Hyperactive Children & Children with Disabilities (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/157622011/ref=pd_zg_hrsr_digital-text), #101 in Occult Spiritualism(https://www.amazon.com/gp/bestsellers/digital-text/158516011/ref=pd_zg_hrsr_digital-text), #486 in Parenting Hyperactive Children & Children with Disabilities (Books)(https://www.amazon.com/gp/bestsellers/books/11436/ref=pd_zg_hrsr_books)","4.7 out of 5 stars, 188 ratings"
Nutrient Power: Heal Your Biochemistry and Heal Your Brain,William  Walsh,B00J75IQUA,"Skyhorse; Revised, Updated ed. edition (May 6, 2014)","May 6, 2014",English,3199 KB,Enabled,Enabled,Enabled,Enabled,225 pages,Not Enabled,"#4 in Mental Health Nursing (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/157222011/ref=pd_zg_hrsr_digital-text), #6 in Psychiatric Nursing (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/157229011/ref=pd_zg_hrsr_digital-text), #8 in Homeopathy(https://www.amazon.com/gp/bestsellers/digital-text/156438011/ref=pd_zg_hrsr_digital-text)","4.6 out of 5 stars, 557 ratings"
Nathan's Autism Spectrum Superpowers (One Three Nine Inspired Book 1),"Lori Yarborough, Natalie Merheb",B07J5P9M6M,"One Three Nine Inspired Press (October 9, 2018)","October 9, 2018",English,10068 KB,Not enabled,Not Enabled,Not Enabled,Not Enabled,19 pages,Enabled,"#2 in Occupational Therapy (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/157136011/ref=pd_zg_hrsr_digital-text), #16 in Special Education (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/157409011/ref=pd_zg_hrsr_digital-text), #17 in Autism(https://www.amazon.com/gp/bestsellers/digital-text/11717479011/ref=pd_zg_hrsr_digital-text)","4.7 out of 5 stars, 432 ratings"
Reactive Attachment Disorder (RAD): The Essential Guide for Parents,,B07DMZ1FJ6,,"June 9, 2018",English,525 KB,Enabled,Enabled,Not Enabled,Enabled,79 pages,Enabled,"#17 in Two-Hour Parenting & Relationships Short Reads(https://www.amazon.com/gp/bestsellers/digital-text/8624242011/ref=pd_zg_hrsr_digital-text), #21 in Adoption (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/157585011/ref=pd_zg_hrsr_digital-text), #41 in Parenting Hyperactive Children & Children with Disabilities (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/157622011/ref=pd_zg_hrsr_digital-text)","4.4 out of 5 stars, 196 ratings"
The Autistic Brain: Thinking Across the Spectrum,Temple Grandin,B009JWCR56,"Mariner Books; Reprint edition (April 30, 2013)","April 30, 2013",English,9476 KB,Enabled,Enabled,Not Enabled,Enabled,253 pages,Not Enabled,"#20 in Autism(https://www.amazon.com/gp/bestsellers/digital-text/11717479011/ref=pd_zg_hrsr_digital-text), #21 in Neurology (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/157195011/ref=pd_zg_hrsr_digital-text), #24 in Parenting Children with Disabilities(https://www.amazon.com/gp/bestsellers/digital-text/157623011/ref=pd_zg_hrsr_digital-text)","4.8 out of 5 stars, 900 ratings"
ADHD & Us: A Couple's Guide to Loving and Living With Adult ADHD,Anita  Robertson LCSW,B08L9LS2W7,"Rockridge Press (November 3, 2020)","November 3, 2020",English,608 KB,Enabled,Enabled,Enabled,Enabled,113 pages,Enabled,"#13 in Parenting Hyperactive Children (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/157625011/ref=pd_zg_hrsr_digital-text), #16 in Attention-Deficit Disorder(https://www.amazon.com/gp/bestsellers/digital-text/11717478011/ref=pd_zg_hrsr_digital-text), #109 in Attention Deficit & Attention Deficit Hyperactivity Disorder(https://www.amazon.com/gp/bestsellers/books/598622/ref=pd_zg_hrsr_books)","4.6 out of 5 stars, 128 ratings"
All Across the Spectrum,"Eileen Lamb, Thought Catalog",B07VWSHXQN,"Thought Catalog Books (August 16, 2019)","August 16, 2019",English,21494 KB,Not enabled,Not Enabled,Not Enabled,Not Enabled,72 pages,Not Enabled,"#150 in Parenting Children with Disabilities(https://www.amazon.com/gp/bestsellers/digital-text/157623011/ref=pd_zg_hrsr_digital-text), #244 in Two-Hour Parenting & Relationships Short Reads(https://www.amazon.com/gp/bestsellers/digital-text/8624242011/ref=pd_zg_hrsr_digital-text), #247 in Two-Hour Biography & Memoir Short Reads(https://www.amazon.com/gp/bestsellers/digital-text/8624228011/ref=pd_zg_hrsr_digital-text)","4.8 out of 5 stars, 22 ratings"
The Connected Child: Bring Hope and Healing to Your Adoptive Family,"David R. Cross, Wendy Sunshine, &, more",B000WCWWC0,"McGraw-Hill Education; 1st edition (March 16, 2007)","March 16, 2007",English,3424 KB,Enabled,Enabled,Enabled,Enabled,290 pages,Not Enabled,"#22 in Adoption (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/157585011/ref=pd_zg_hrsr_digital-text), #39 in Business Leadership Training(https://www.amazon.com/gp/bestsellers/digital-text/154966011/ref=pd_zg_hrsr_digital-text), #42 in Parenting Hyperactive Children & Children with Disabilities (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/157622011/ref=pd_zg_hrsr_digital-text)","4.8 out of 5 stars, 1,751 ratings"
"Organizing Solutions for People with ADHD, 2nd Edition-Revised and Updated: Tips and Tools to Help You Take Charge of Your Life and Get Organized",,B007ETD7GO,"Fair Winds Press; Second edition (June 1, 2012)","June 1, 2012",English,33210 KB,Enabled,Enabled,Enabled,Not Enabled,209 pages,Not Enabled,"#17 in Parenting Hyperactive Children (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/157625011/ref=pd_zg_hrsr_digital-text), #22 in Attention-Deficit Disorder(https://www.amazon.com/gp/bestsellers/digital-text/11717478011/ref=pd_zg_hrsr_digital-text), #61 in Cleaning, Caretaking & Relocating How-to(https://www.amazon.com/gp/bestsellers/digital-text/156888011/ref=pd_zg_hrsr_digital-text)","4.5 out of 5 stars, 884 ratings"
"Women, Race, & Class",Angela Y. Davis,B0054KKRKY,"Vintage; 1st Vintage Books ed edition (June 29, 2011)","June 29, 2011",English,1517 KB,Enabled,Enabled,Not Enabled,Enabled,258 pages,Not Enabled,"#30 in Feminist Theory (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/157560011/ref=pd_zg_hrsr_digital-text), #54 in African American Studies(https://www.amazon.com/gp/bestsellers/digital-text/157524011/ref=pd_zg_hrsr_digital-text), #170 in Feminist Theory (Books)(https://www.amazon.com/gp/bestsellers/books/11332/ref=pd_zg_hrsr_books)","4.9 out of 5 stars, 1,592 ratings"
To the Bridge: A True Story of Motherhood and Murder,Nancy Rommelmann,B073FCH41F,"Little A (July 1, 2018)","July 1, 2018",English,11894 KB,Enabled,Enabled,Enabled,Enabled,292 pages,Not Enabled,"#27 in Sociology of Marriage & Family (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/157518011/ref=pd_zg_hrsr_digital-text), #54 in Violence in Society (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/157534011/ref=pd_zg_hrsr_digital-text), #54 in Criminology (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/157344011/ref=pd_zg_hrsr_digital-text)","3.8 out of 5 stars, 1,267 ratings"
Secret Life of a Hollywood Sex & Love Addict: Your Destiny is Yours to Create,Brianne Davis,B08S9BSSCC,"Just B Productions (February 1, 2021)","February 1, 2021",English,1005 KB,Enabled,Enabled,Not Enabled,Enabled,289 pages,Enabled,"#12 in Sexual Addiction (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/11717490011/ref=pd_zg_hrsr_digital-text), #17 in Women Writers(https://www.amazon.com/gp/bestsellers/digital-text/157563011/ref=pd_zg_hrsr_digital-text), #50 in Twelve-Step Programs (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/156554011/ref=pd_zg_hrsr_digital-text)","4.7 out of 5 stars, 53 ratings"
Goddesses in Everywoman:: Powerful Archetypes in Women's Lives,,B00134XEPU,"HarperOne; Anniversary edition (October 13, 2009)","October 13, 2009",English,929 KB,Enabled,Enabled,Not Enabled,Enabled,356 pages,Not Enabled,"#41 in New Age Goddesses (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/158494011/ref=pd_zg_hrsr_digital-text), #44 in New Age Goddesses (Books)(https://www.amazon.com/gp/bestsellers/books/15755611/ref=pd_zg_hrsr_books), #65 in New Age New Thought(https://www.amazon.com/gp/bestsellers/digital-text/158498011/ref=pd_zg_hrsr_digital-text)","4.6 out of 5 stars, 383 ratings"
"Prey: Immigration, Islam, and the Erosion of Women's Rights",Ayaan Hirsi Ali,B07CWTYB8C,"Harper (February 9, 2021)","February 9, 2021",English,4309 KB,Enabled,Enabled,Enabled,Enabled,348 pages,Not Enabled,"#4 in Women in Islam (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/8917465011/ref=pd_zg_hrsr_digital-text), #13 in Muhammed in Islam(https://www.amazon.com/gp/bestsellers/books/12532/ref=pd_zg_hrsr_books), #14 in Women in Islam (Books)(https://www.amazon.com/gp/bestsellers/books/16009811/ref=pd_zg_hrsr_books)","4.7 out of 5 stars, 106 ratings"
Discovering the Inner Mother: A Guide to Healing the Mother Wound and Claiming Your Personal Power,Bethany Webster,B07XCQC93D,"William Morrow (January 5, 2021)","January 5, 2021",English,2014 KB,Enabled,Enabled,Enabled,Enabled,288 pages,Not Enabled,"#38 in Feminist Theory (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/157560011/ref=pd_zg_hrsr_digital-text), #149 in Self-Esteem Self-Help(https://www.amazon.com/gp/bestsellers/digital-text/156572011/ref=pd_zg_hrsr_digital-text), #158 in Dysfunctional Families (Books)(https://www.amazon.com/gp/bestsellers/books/10166926011/ref=pd_zg_hrsr_books)","4.6 out of 5 stars, 66 ratings"
